watermarker,attack,sample_idx,z_score,p_value,is_detected,perplexity,prompt_len,text_len
gpw_sp_low,clean,83,13.515526938570973,6.332281489223742e-42,1,6.5703125,30,162
gpw_sp_low,clean,84,13.564293961479516,3.2602243337714816e-42,1,29.171875,30,180
gpw_sp_low,clean,85,12.790941362610809,9.211436854551679e-38,1,16.984375,30,176
gpw_sp_low,clean,86,11.032374802690372,1.333636371788884e-28,1,24.0,30,183
gpw_sp_low,clean,87,10.938506540864806,3.7716112773568436e-28,1,13.5625,30,157
gpw_sp_low,clean,88,12.778324403174564,1.0834377768135242e-37,1,19.015625,30,199
gpw_sp_low,clean,89,0.08000813038269469,0.468115394796433,0,204.5,30,36
gpw_sp_low,clean,90,8.780147899677836,8.162991489030013e-19,1,31.234375,30,126
gpw_sp_low,clean,91,13.127040512785532,1.1524478095695145e-39,1,25.796875,30,193
gpw_sp_low,clean,92,6.967431713910714,1.6138951585574844e-12,1,25.1875,30,84
gpw_sp_low,clean,93,11.544401321992225,3.9394071491651476e-31,1,17.796875,30,143
gpw_sp_low,clean,94,11.988703519379829,2.0361447392393795e-33,1,16.90625,30,179
gpw_sp_low,clean,95,13.243908785479407,2.4467126303338483e-40,1,24.609375,30,199
gpw_sp_low,clean,96,12.115274852770082,4.383487342521118e-34,1,29.75,30,175
gpw_sp_low,clean,97,12.164368086583043,2.405771466995353e-34,1,16.953125,30,170
gpw_sp_low,clean,98,11.244752440957166,1.228926273919412e-29,1,23.390625,30,191
gpw_sp_low,clean,99,5.056198074295197,2.1384856173934866e-07,1,37.4375,24,63
gpw_sp_low,clean,100,13.409946320461499,2.6438542202739877e-41,1,22.890625,30,196
gpw_sp_low,clean,101,12.842527616208812,4.736512899076029e-38,1,22.1875,30,202
gpw_sp_low,clean,102,12.065732594255007,8.011506751041274e-34,1,25.390625,30,169
gpw_sp_low,clean,103,10.788319720859832,1.9543525293036906e-27,1,15.671875,30,176
gpw_sp_low,clean,104,10.90088502607742,5.707080460277101e-28,1,21.015625,30,185
gpw_sp_low,clean,105,12.888811164320915,2.601991521315687e-38,1,16.875,18,153
gpw_sp_low,clean,106,11.732852766383099,4.324678196767456e-32,1,21.765625,30,170
gpw_sp_low,clean,107,12.370756774399286,1.881297699456728e-35,1,22.140625,30,176
gpw_sp_low,clean,108,10.21107997706452,8.84424678204973e-25,1,11.671875,30,190
gpw_sp_low,clean,109,11.923700230842442,4.453159699892767e-33,1,17.3125,30,181
gpw_sp_low,clean,110,10.498437345037349,4.3910934030778877e-26,1,26.34375,30,128
gpw_sp_low,clean,111,4.34968266151323,6.816734034458493e-06,1,17.96875,30,69
gpw_sp_low,clean,112,12.129910454920191,3.6664788483701683e-34,1,22.0625,30,195
gpw_sp_low,clean,113,10.674340401816435,6.710362571734541e-27,1,10.4375,30,155
gpw_sp_low,clean,114,7.066054154664013,7.970061494268155e-13,1,19.203125,30,115
gpw_sp_low,clean,115,10.562946306315986,2.212745946059744e-26,1,11.2421875,30,196
gpw_sp_low,clean,116,11.889796643341008,6.68658969444502e-33,1,13.25,30,179
gpw_sp_low,clean,117,5.133220201702229,1.4241316834098626e-07,1,23.34375,30,86
gpw_sp_low,clean,118,12.03112838854281,1.2190281563859632e-33,1,19.96875,30,169
gpw_sp_low,clean,119,6.025601354025899,8.424099730256585e-10,1,26.453125,30,98
gpw_sp_low,clean,120,10.757299910325765,2.737544404035799e-27,1,20.359375,30,178
gpw_sp_low,clean,121,11.283822420736355,7.886990262991983e-30,1,19.171875,30,189
gpw_sp_low,clean,122,11.350182761485996,3.700392327364926e-30,1,17.421875,30,172
gpw_sp_low,clean,123,12.818633626041239,6.44764700995108e-38,1,20.203125,30,184
gpw_sp_low,clean,124,12.83925127247898,4.94128046777761e-38,1,26.921875,30,183
gpw_sp_low,clean,125,11.152611725371175,3.476746737721299e-29,1,14.46875,30,189
gpw_sp_low,clean,126,10.452736857102359,7.117839015485353e-26,1,14.640625,30,169
gpw_sp_low,clean,127,10.213971723003997,8.584490681911147e-25,1,20.125,30,174
gpw_sp_low,clean,128,11.458793127120982,1.0622728543968017e-30,1,16.234375,30,167
gpw_sp_low,clean,129,12.338304123803518,2.81649302783908e-35,1,21.640625,30,205
gpw_sp_low,clean,130,7.83903287565881,2.27014839051697e-15,1,16.515625,30,119
gpw_sp_low,clean,131,6.9005247803000245,2.5905391123866236e-12,1,27.5625,30,96
gpw_sp_low,clean,132,12.81074018010704,7.138309497724703e-38,1,20.25,30,181
gpw_sp_low,clean,133,11.536574128890628,4.314702097241006e-31,1,33.0625,30,170
gpw_sp_low,clean,134,11.982931544968844,2.1830328009140256e-33,1,21.125,30,169
gpw_sp_low,clean,135,8.199156811698014,1.2103948814570497e-16,1,16.109375,30,162
gpw_sp_low,clean,136,10.030738663126943,5.583898655297904e-24,1,31.65625,30,128
gpw_sp_low,clean,137,0.3019401230773836,0.38134885426706044,0,1063.0,30,35
gpw_sp_low,clean,138,8.735743187924076,1.2102967292516698e-18,1,29.515625,30,104
gpw_sp_low,clean,139,11.812188835337423,1.6882745228049262e-32,1,21.46875,30,178
gpw_sp_low,clean,140,8.189681862639537,1.3095878980952303e-16,1,29.0,30,119
gpw_sp_low,clean,141,9.808296767045736,5.1852068179141096e-23,1,14.2734375,30,172
gpw_sp_low,clean,142,2.174634213734135,0.01482876915864548,0,-1.0,28,28
gpw_sp_low,clean,143,3.998611908079595,3.18575271120732e-05,0,22.53125,30,58
gpw_sp_low,clean,144,2.2557158335769856,0.012044216658919287,0,1219.0,30,33
gpw_sp_low,clean,145,12.74787257415699,1.601845337738996e-37,1,22.015625,30,182
gpw_sp_low,clean,146,9.282535345860877,8.274643151151424e-21,1,10.0625,30,197
gpw_sp_low,clean,147,12.31052069966069,3.975428223382539e-35,1,16.171875,30,193
gpw_sp_low,clean,148,7.318549665529388,1.2533262529679106e-13,1,28.9375,30,103
gpw_sp_low,clean,149,9.784034020519432,6.592411729568522e-23,1,38.625,30,127
gpw_sp_low,clean,150,12.326021502375028,3.2803400371122536e-35,1,26.71875,30,172
gpw_sp_low,clean,151,11.188455944571386,2.322254800448582e-29,1,17.25,30,157
gpw_sp_low,clean,152,6.051765860144359,7.163330013984851e-10,1,31.65625,30,79
gpw_sp_low,clean,153,10.489882111352001,4.807414023559556e-26,1,15.3125,30,164
gpw_sp_low,clean,154,10.366355021793819,1.76361660728044e-25,1,20.25,30,154
gpw_sp_low,clean,155,2.036448461030322,0.020852671707541622,0,77.3125,30,49
gpw_sp_low,clean,156,11.673679920200689,8.687091143886413e-32,1,16.84375,30,200
gpw_sp_low,clean,157,3.2915576315350195,0.000498170998645808,0,11.2265625,30,62
gpw_sp_low,clean,158,10.508186577171966,3.960090754538523e-26,1,14.15625,30,167
gpw_sp_low,clean,159,10.972109332093963,2.602194743941875e-28,1,16.84375,30,183
gpw_sp_low,clean,160,11.521876248364158,5.117877473046463e-31,1,22.109375,30,162
gpw_sp_low,clean,161,4.894374934343145,4.930933377174189e-07,1,79.4375,30,65
gpw_sp_low,clean,162,10.473845450319741,5.695957390284528e-26,1,13.2265625,30,187
gpw_sp_low,clean,163,9.318131827206257,5.9203346673668315e-21,1,29.625,30,114
gpw_sp_low,clean,164,11.281946094303274,8.057060249931542e-30,1,19.234375,30,185
gpw_sp_low,clean,165,11.813854985270737,1.655140100950029e-32,1,16.953125,30,201
