watermarker,attack,sample_idx,z_score,p_value,is_detected,perplexity,prompt_len,text_len
semstamp,clean,0,-0.9258200997725514,0.8227302601132493,0,14.46875,30,164
semstamp,clean,1,0.3086066999241838,0.37881036184169825,0,12.4453125,30,165
semstamp,clean,2,1.2857142857142858,0.09927139684333097,0,16.59375,30,133
semstamp,clean,3,-1.0,0.8413447460685429,0,8.8125,30,135
semstamp,clean,4,-1.0,0.8413447460685429,0,13.171875,30,75
semstamp,clean,5,-0.7559289460184544,0.7751541010155545,0,10.3984375,30,76
semstamp,clean,6,-0.8451542547285166,0.800987640246531,0,10.4375,30,169
semstamp,clean,7,1.0690449676496976,0.14252470370130638,0,10.6875,30,168
semstamp,clean,8,-0.7559289460184544,0.7751541010155545,0,13.7265625,30,162
semstamp,clean,9,-0.6546536707079772,0.7436546198690384,0,19.96875,30,133
semstamp,clean,10,-1.1338934190276817,0.8715803710210717,0,17.546875,30,120
semstamp,clean,11,3.9056328877620143,4.698954763729679e-05,0,13.8828125,30,161
semstamp,clean,12,-0.7559289460184544,0.7751541010155545,0,9.1953125,30,131
semstamp,clean,13,0.0,0.5,0,9.375,30,137
semstamp,clean,14,1.0690449676496976,0.14252470370130638,0,13.9140625,30,78
semstamp,clean,15,2.7774602993176543,0.002739276621273683,0,16.484375,30,136
semstamp,clean,16,0.0,0.5,0,10.421875,30,156
semstamp,clean,17,0.50709255283711,0.3060449400446284,0,13.9921875,30,150
semstamp,clean,18,1.2857142857142858,0.09927139684333097,0,11.9921875,30,132
semstamp,clean,19,4.563832975533989,2.5114022134427565e-06,1,8.6875,30,143
semstamp,clean,20,-0.8451542547285166,0.800987640246531,0,13.3515625,30,157
semstamp,clean,21,1.889822365046136,0.02939086067767943,0,16.234375,30,99
semstamp,clean,22,0.0,1.0,0,3.349609375,30,112
semstamp,clean,23,-1.0,0.8413447460685429,0,11.8046875,30,127
semstamp,clean,24,1.2857142857142858,0.09927139684333097,0,19.703125,30,103
semstamp,clean,25,-0.9258200997725514,0.8227302601132493,0,19.3125,30,149
semstamp,clean,26,-1.0690449676496976,0.8574752962986936,0,18.4375,30,115
semstamp,clean,27,-1.0690449676496976,0.8574752962986936,0,5.8515625,30,131
semstamp,clean,28,1.2857142857142858,0.09927139684333097,0,10.28125,30,145
semstamp,clean,29,-0.8451542547285166,0.800987640246531,0,19.96875,30,148
semstamp,clean,30,1.0690449676496976,0.14252470370130638,0,13.0703125,30,105
semstamp,clean,31,0.50709255283711,0.3060449400446284,0,15.046875,30,163
semstamp,clean,32,0.14285714285714285,0.4432015031835318,0,10.0234375,30,166
semstamp,clean,33,0.50709255283711,0.3060449400446284,0,20.078125,30,149
semstamp,clean,34,-0.1259881576697424,0.5501293506564143,0,20.046875,30,95
semstamp,clean,35,-1.1338934190276817,0.8715803710210717,0,13.3828125,30,116
semstamp,clean,36,0.0,0.5,0,12.2578125,30,181
semstamp,clean,37,-0.8451542547285166,0.800987640246531,0,8.0078125,30,99
semstamp,clean,38,-1.0690449676496976,0.8574752962986936,0,18.1875,30,72
semstamp,clean,39,-1.0,0.8413447460685429,0,9.8828125,30,110
semstamp,clean,40,-1.0690449676496976,0.8574752962986936,0,12.890625,30,137
semstamp,clean,41,3.2071349029490928,0.0006703205586147392,0,17.9375,30,132
semstamp,clean,42,-0.9258200997725514,0.8227302601132493,0,8.5234375,30,134
semstamp,clean,43,-0.1259881576697424,0.5501293506564143,0,11.8515625,30,155
semstamp,clean,44,0.8819171036881969,0.1889108185500319,0,13.8828125,30,100
semstamp,clean,45,-1.0,0.8413447460685429,0,20.890625,30,107
semstamp,clean,46,-0.8451542547285166,0.800987640246531,0,10.875,30,139
semstamp,clean,47,1.889822365046136,0.02939086067767943,0,21.640625,30,88
semstamp,clean,48,-0.6546536707079772,0.7436546198690384,0,13.9375,30,125
semstamp,clean,49,-0.9258200997725514,0.8227302601132493,0,12.71875,30,137
semstamp,clean,50,1.543033499620919,0.06141132405069629,0,11.3515625,30,132
semstamp,clean,51,0.50709255283711,0.3060449400446284,0,18.984375,30,168
semstamp,clean,52,2.4285714285714284,0.0075792194387197245,0,6.6171875,30,147
semstamp,clean,53,-1.0690449676496976,0.8574752962986936,0,12.7421875,30,144
semstamp,clean,54,2.836832573067901,0.0022781749015925654,0,7.4921875,30,153
semstamp,clean,55,2.138089935299395,0.016254722322859756,0,15.703125,30,131
semstamp,clean,56,-0.9258200997725514,0.8227302601132493,0,14.3515625,30,147
semstamp,clean,57,-0.3779644730092272,0.6472715069443633,0,40.25,30,44
semstamp,clean,58,-1.1338934190276817,0.8715803710210717,0,16.515625,30,107
semstamp,clean,59,-0.9258200997725514,0.8227302601132493,0,9.9453125,30,152
semstamp,clean,60,1.8593393604027364,0.03148952560722761,0,8.5390625,30,136
semstamp,clean,61,0.0,0.5,0,18.28125,30,134
semstamp,clean,62,2.836832573067901,0.0022781749015925654,0,3.134765625,30,147
semstamp,clean,63,-1.1338934190276817,0.8715803710210717,0,11.2265625,30,116
semstamp,clean,64,3.211586167968363,0.0006600218837805989,0,11.875,30,163
semstamp,clean,65,4.27617987059879,9.506381408939991e-06,1,16.421875,30,128
semstamp,clean,66,2.7774602993176543,0.002739276621273683,0,8.40625,30,149
semstamp,clean,67,0.50709255283711,0.3060449400446284,0,9.6171875,30,113
semstamp,clean,68,-1.0,0.8413447460685429,0,18.0,30,145
semstamp,clean,69,1.091089451179962,0.13761676203741713,0,13.671875,30,122
semstamp,clean,70,-1.0,0.8413447460685429,0,12.3046875,30,137
semstamp,clean,71,0.50709255283711,0.3060449400446284,0,11.8984375,30,81
semstamp,clean,72,-1.1338934190276817,0.8715803710210717,0,10.6875,30,145
semstamp,clean,73,-0.8451542547285166,0.800987640246531,0,11.875,30,134
semstamp,clean,74,1.0690449676496976,0.14252470370130638,0,14.8984375,30,148
semstamp,clean,75,0.50709255283711,0.3060449400446284,0,13.6171875,30,157
semstamp,clean,76,1.543033499620919,0.06141132405069629,0,18.109375,30,155
semstamp,clean,77,2.138089935299395,0.016254722322859756,0,20.84375,30,121
semstamp,clean,78,1.543033499620919,0.06141132405069629,0,14.6953125,30,136
semstamp,clean,79,0.3086066999241838,0.37881036184169825,0,9.3984375,30,124
semstamp,clean,80,0.0,0.5,0,11.53125,30,136
semstamp,clean,81,-1.0690449676496976,0.8574752962986936,0,14.3828125,30,131
semstamp,clean,82,4.714285714285714,1.2128005713267247e-06,1,8.5078125,30,161
semstamp,clean,83,0.50709255283711,0.3060449400446284,0,12.0859375,30,139
semstamp,clean,84,1.889822365046136,0.02939086067767943,0,18.328125,30,90
semstamp,clean,85,0.8819171036881969,0.1889108185500319,0,11.0703125,30,135
semstamp,clean,86,-0.9258200997725514,0.8227302601132493,0,14.4140625,30,151
semstamp,clean,87,0.3086066999241838,0.37881036184169825,0,29.21875,30,58
semstamp,clean,88,-1.0,0.8413447460685429,0,7.7578125,30,145
semstamp,clean,89,0.7559289460184544,0.22484589898444546,0,12.8671875,30,106
semstamp,clean,90,0.0,0.5,0,11.0703125,30,138
semstamp,clean,91,1.2857142857142858,0.09927139684333097,0,16.171875,30,146
semstamp,clean,92,-0.8451542547285166,0.800987640246531,0,16.265625,30,154
semstamp,clean,93,-0.6546536707079772,0.7436546198690384,0,14.75,30,130
semstamp,clean,94,2.138089935299395,0.016254722322859756,0,16.015625,30,130
semstamp,clean,95,1.889822365046136,0.02939086067767943,0,17.9375,30,100
semstamp,clean,96,-0.9258200997725514,0.8227302601132493,0,17.3125,30,170
semstamp,clean,97,2.7774602993176543,0.002739276621273683,0,10.4375,30,120
semstamp,clean,98,0.7559289460184544,0.22484589898444546,0,16.140625,30,160
semstamp,clean,99,-0.8451542547285166,0.800987640246531,0,18.21875,24,139
semstamp,synonym_30,0,0.3086066999241838,0.37881036184169825,0,-1,30,176
semstamp,synonym_30,1,0.3086066999241838,0.37881036184169825,0,-1,30,171
semstamp,synonym_30,2,-1.0,0.8413447460685429,0,-1,30,138
semstamp,synonym_30,3,0.14285714285714285,0.4432015031835318,0,-1,30,140
semstamp,synonym_30,4,-1.0,0.8413447460685429,0,-1,30,83
semstamp,synonym_30,5,-0.7559289460184544,0.7751541010155545,0,-1,30,83
semstamp,synonym_30,6,-0.8451542547285166,0.800987640246531,0,-1,30,180
semstamp,synonym_30,7,0.0,0.5,0,-1,30,181
semstamp,synonym_30,8,0.7559289460184544,0.22484589898444546,0,-1,30,171
semstamp,synonym_30,9,-0.6546536707079772,0.7436546198690384,0,-1,30,142
semstamp,synonym_30,10,-1.1338934190276817,0.8715803710210717,0,-1,30,125
semstamp,synonym_30,11,3.9056328877620143,4.698954763729679e-05,0,-1,30,170
semstamp,synonym_30,12,0.7559289460184544,0.22484589898444546,0,-1,30,138
semstamp,synonym_30,13,0.0,0.5,0,-1,30,143
semstamp,synonym_30,14,0.0,0.5,0,-1,30,81
semstamp,synonym_30,15,2.7774602993176543,0.002739276621273683,0,-1,30,146
semstamp,synonym_30,16,-1.0690449676496976,0.8574752962986936,0,-1,30,166
semstamp,synonym_30,17,0.50709255283711,0.3060449400446284,0,-1,30,159
semstamp,synonym_30,18,2.4285714285714284,0.0075792194387197245,0,-1,30,145
semstamp,synonym_30,19,1.8593393604027364,0.03148952560722761,0,-1,30,157
semstamp,synonym_30,20,0.50709255283711,0.3060449400446284,0,-1,30,165
semstamp,synonym_30,21,-0.1259881576697424,0.5501293506564143,0,-1,30,104
semstamp,synonym_30,22,0.0,1.0,0,-1,30,119
semstamp,synonym_30,23,-1.0,0.8413447460685429,0,-1,30,130
semstamp,synonym_30,24,1.2857142857142858,0.09927139684333097,0,-1,30,108
semstamp,synonym_30,25,-0.9258200997725514,0.8227302601132493,0,-1,30,152
semstamp,synonym_30,26,-1.0690449676496976,0.8574752962986936,0,-1,30,121
semstamp,synonym_30,27,0.0,0.5,0,-1,30,134
semstamp,synonym_30,28,1.2857142857142858,0.09927139684333097,0,-1,30,150
semstamp,synonym_30,29,-0.8451542547285166,0.800987640246531,0,-1,30,153
semstamp,synonym_30,30,3.2071349029490928,0.0006703205586147392,0,-1,30,109
semstamp,synonym_30,31,-0.8451542547285166,0.800987640246531,0,-1,30,177
semstamp,synonym_30,32,1.2857142857142858,0.09927139684333097,0,-1,30,181
semstamp,synonym_30,33,-0.8451542547285166,0.800987640246531,0,-1,30,158
semstamp,synonym_30,34,0.8819171036881969,0.1889108185500319,0,-1,30,102
semstamp,synonym_30,35,-1.1338934190276817,0.8715803710210717,0,-1,30,122
semstamp,synonym_30,36,0.0,0.5,0,-1,30,189
semstamp,synonym_30,37,-0.8451542547285166,0.800987640246531,0,-1,30,103
semstamp,synonym_30,38,-1.0690449676496976,0.8574752962986936,0,-1,30,76
semstamp,synonym_30,39,-1.0,0.8413447460685429,0,-1,30,114
