model,watermarker,detector,attack,sample_idx,z_score,p_value,is_detected
opt-1.3b,none,gpw,swap_20,0,2.000748742616302,0.022709736867498304,0
opt-1.3b,none,gpw,swap_20,1,-0.5086168894999864,0.6944896059643466,0
opt-1.3b,none,gpw,swap_20,2,0.367399618598282,0.3566604780228738,0
opt-1.3b,none,gpw,swap_20,3,1.0703754366944616,0.14222517556919434,0
opt-1.3b,none,gpw,swap_20,4,0.8989064488823952,0.18435124634771943,0
opt-1.3b,none,gpw,swap_20,5,0.09176153801661335,0.4634437516518056,0
opt-1.3b,none,gpw,swap_20,6,2.649420889346842,0.0040314923456309685,0
opt-1.3b,none,gpw,swap_20,7,-1.6426290878689582,0.9497701506689452,0
opt-1.3b,none,gpw,swap_20,8,1.354748705485744,0.08774881714808586,0
opt-1.3b,none,gpw,swap_20,9,-0.49793443153245076,0.6907348710966252,0
opt-1.3b,none,gpw,swap_20,10,0.624905906824764,0.26601640766412393,0
opt-1.3b,none,gpw,swap_20,11,1.4260480651347738,0.07692723418884424,0
opt-1.3b,none,gpw,swap_20,12,3.1018421073904303,0.0009616025349326615,0
opt-1.3b,none,gpw,swap_20,13,0.9433354199001017,0.1727546820887923,0
opt-1.3b,none,gpw,swap_20,14,2.194073022372136,0.014115080174319707,0
opt-1.3b,none,gpw,swap_20,15,2.782484369306907,0.0026972231854023435,0
opt-1.3b,none,gpw,swap_20,16,0.41094645243178546,0.34055589977240264,0
opt-1.3b,none,gpw,swap_20,17,1.0042257668413042,0.15763490250915863,0
opt-1.3b,none,gpw,swap_20,18,0.5008151965625025,0.3082505947965156,0
opt-1.3b,none,gpw,swap_20,19,-0.290362221699012,0.6142304289965748,0
opt-1.3b,none,gpw,swap_20,20,-0.0967763519156864,0.5385479978977702,0
opt-1.3b,none,gpw,swap_20,21,2.2714280107794247,0.011560540171145809,0
opt-1.3b,none,gpw,swap_20,22,2.2804685477425255,0.011289957069350045,0
opt-1.3b,none,gpw,swap_20,23,0.8232213311459999,0.2051910703084064,0
opt-1.3b,none,gpw,swap_20,24,1.7941447258848888,0.03639503592091454,0
opt-1.3b,none,gpw,swap_20,25,0.8929329712081048,0.1859465345209662,0
